,Name,Ranking,Reviews,Rating,Price,Cuisines,Address,Latitude,Longitude,Phone,Link,District
541,Ka Shing,695,226,4,Average,"['Chinese', 'Asian', 'Cantonese']","12A Wicklow Street, Dublin 2 Ireland",53.3430025,-6.2611564,+353 1 677 2580,/Restaurant_Review-g186605-d6623066-Reviews-Ka_Shing-Dublin_County_Dublin.html,2
542,Good World Restaurant,698,309,3.5,Average,"['Chinese', 'Asian', 'Cantonese']","18 South Great George's Street, Dublin Ireland",53.3428318,-6.2642249,+353 1 677 5373,/Restaurant_Review-g186605-d696232-Reviews-Good_World_Restaurant-Dublin_County_Dublin.html,2
543,Madigans Leeson Street,702,27,4.5,Average,"['Irish', 'Bar', 'European']","104 Leeson Street Dublin 2, Dublin Ireland",53.3360092791641,-6.25703780667576,+353 1 556 8834,/Restaurant_Review-g186605-d17714421-Reviews-Madigans_Leeson_Street-Dublin_County_Dublin.html,2
544,The Dawson,703,92,4.5,Average,"['French', 'Irish', 'Gluten Free Options']","35 Dawson St, Dublin Dublin 2 Ireland",53.34043925,-6.25909880571824,+353 1 612 7911,/Restaurant_Review-g186605-d2189548-Reviews-The_Dawson-Dublin_County_Dublin.html,2
545,10 Fleet Street Restaurant & Bar,705,92,4,Average,"['Irish', 'Seafood', 'International']","10 Fleet Street, Temple Bar The Morgan Hotel, Dublin D02 AT86 Ireland",53.3457957,-6.2612325,+353 1 643 7010,/Restaurant_Review-g186605-d15334035-Reviews-10_Fleet_Street_Restaurant_Bar-Dublin_County_Dublin.html,2
546,Stir Restaurant,708,163,4,Average,"['Irish', 'European', 'Healthy']","Cardiff Lane Clayton Hotel Cardiff Lane, Sir John Rogerson's Quay, Dublin 2 Ireland",53.3452281567615,-6.24068305598663,+353 1 643 9500,/Restaurant_Review-g186605-d2095460-Reviews-Stir_Restaurant-Dublin_County_Dublin.html,2
547,Doolally,711,101,4,Average,"['Indian', 'Asian', 'Vegetarian Friendly']","47 - 51 S Richmond St, The Lennox Building Dublin 2, Dublin Ireland",53.331606,-6.264708,+353 1 533 7562,/Restaurant_Review-g186605-d17848566-Reviews-Doolally-Dublin_County_Dublin.html,2
548,IFI Cafe Bar,719,111,4,Average,"['Irish', 'European', 'Vegetarian Friendly']","6 Eustace Street Temple Bar, Dublin 2, Dublin D02 PD85 Ireland",53.344565,-6.2651355,+353 1 679 8712,/Restaurant_Review-g186605-d3192564-Reviews-IFI_Cafe_Bar-Dublin_County_Dublin.html,2
549,KC Peaches Cafe St Stephen's Green,723,157,4,Cheap,"['Cafe', 'European', 'Healthy']","35-37 Saint Stephens Green, Dublin Ireland",53.3362834,-6.2571956,+353 1 642 5903,/Restaurant_Review-g186605-d8810167-Reviews-KC_Peaches_Cafe_St_Stephen_s_Green-Dublin_County_Dublin.html,2
550,Zozimus Bar,726,148,4,Average,"['Asian', 'Vegetarian Friendly']","Anne’s Lane Centenary House, Dublin D02 AK30 Ireland",53.3405771,-6.2597707,+353 1 536 9640,/Restaurant_Review-g186605-d10338137-Reviews-Zozimus_Bar-Dublin_County_Dublin.html,2
551,Blue Ginger Cafe Restaurant,728,107,4,Average,"['Irish', 'European', 'Gluten Free Options']","5 George's Street Upper, Dublin 0000 Ireland",53.3436519,-6.2646692,+353 1 284 5886,/Restaurant_Review-g186605-d5864968-Reviews-Blue_Ginger_Cafe_Restaurant-Dublin_County_Dublin.html,2
552,Sisu Izakaya,738,26,4.5,Average,"['Japanese', 'Sushi', 'Asian']","4 Drury Hall, Stephen Street Lower, Dublin 2, Dublin DO2 NH77 Ireland",53.3412019,-6.2647163,+353 1 475 7777,/Restaurant_Review-g186605-d15277075-Reviews-Sisu_Izakaya-Dublin_County_Dublin.html,2
553,Hucks Dublin,741,25,5,Average,"['Bar', 'Cafe', 'Pub']","8A Camden Street 8A, Dublin 2 Ireland",53.3359626,-6.2650767,+353 89 607 8310,/Restaurant_Review-g186605-d15812024-Reviews-Hucks_Dublin-Dublin_County_Dublin.html,2
554,The Vintage Cafe,742,25,4.5,Cheap,"['Irish', 'Cafe', 'European']","34 Old Nangor Road (Opposite Colaiste Chilliain), Dublin Ireland",53.346902,-6.255632,+353 86 140 9156,/Restaurant_Review-g186605-d12003680-Reviews-The_Vintage_Cafe-Dublin_County_Dublin.html,2
555,l'Enoteca di Napoli,744,29,4.5,Average,"['Italian', 'Mediterranean', 'European']","11-14 Fenian Street Dublin 2, Dublin Ireland",53.3415467,-6.2480289,+353 1 639 8884,/Restaurant_Review-g186605-d8667338-Reviews-L_Enoteca_di_Napoli-Dublin_County_Dublin.html,2
556,Food Game,745,73,4.5,Cheap,"['Irish', 'Cafe', 'European']","The Pidgeon House 10 South Lotts Road Ringsend, Dublin Ireland",53.3422791,-6.2566543,+353 1 281 5002,/Restaurant_Review-g186605-d3156887-Reviews-Food_Game-Dublin_County_Dublin.html,2
557,MAK by Jules Mak,752,18,5,Average,"['Chinese', 'Asian', 'Vegetarian Friendly']","Anne's Lane Dublin 2, Dublin D02 AK30 Ireland",53.3408781,-6.2596341,+353 1 536 9640,/Restaurant_Review-g186605-d15355582-Reviews-MAK_by_Jules_Mak-Dublin_County_Dublin.html,2
558,Aoki Sushi,757,49,4,Average,"['Japanese', 'Sushi', 'Asian']","South Richmond Street Unit 4, Richmond View 63, Dublin Ireland",53.3322177,-6.264619,+353 1 478 8836,/Restaurant_Review-g186605-d9738342-Reviews-Aoki_Sushi-Dublin_County_Dublin.html,2
559,Charlemont Bar & Bistro,760,52,4,Average,"['Irish', 'Bar', 'European']","Hilton Hotel Charlemont Place, Dublin D02 A893 Ireland",53.3309476,-6.259287,+353 1 402 9988,/Restaurant_Review-g186605-d9698441-Reviews-Charlemont_Bar_Bistro-Dublin_County_Dublin.html,2
560,Falafel,761,85,4,Cheap,"['Grill', 'Middle Eastern', 'Arabic']","11 Essex Street East Temple Bar, Dublin Dublin 2 Ireland",53.3323711,-6.264619,+353 1 673 0000,/Restaurant_Review-g186605-d4721240-Reviews-Falafel-Dublin_County_Dublin.html,2
561,Hartigan's,762,39,4,Cheap,"['Irish', 'Pub']","100 Lower Leeson Street, Dublin D02 W023 Ireland",53.3359429,-6.2565793,+353 1 676 2280,/Restaurant_Review-g186605-d696238-Reviews-Hartigan_s-Dublin_County_Dublin.html,2
562,Sweeney's,765,58,4.5,Average,"['Irish', 'Bar', 'Pub']","32 Dame Street, Dublin D02 EA24 Ireland",53.3440698,-6.2634032,+353 87 154 7808,/Restaurant_Review-g186605-d2646821-Reviews-Sweeney_s-Dublin_County_Dublin.html,2
563,Turk's Head,767,218,3.5,Average,"['Irish', 'Bar', 'European']","Parliament Street Temple Bar, Dublin Dublin 2 Ireland",53.3448883,-6.2675147,+353 1 679 2606,/Restaurant_Review-g186605-d716030-Reviews-Turk_s_Head-Dublin_County_Dublin.html,2
564,Mc Grattans,768,66,4.5,Average,"['Irish', 'Bar', 'European']","76 Fitzwilliam Lane, Dublin Ireland",53.3375337,-6.2488447,,/Restaurant_Review-g186605-d2101242-Reviews-Mc_Grattans-Dublin_County_Dublin.html,2
565,Xian Street Food,773,43,4.5,Cheap,"['Quick Bites', 'Chinese', 'Asian']","28 Anne Street South, Dublin D02 DX39 Ireland",53.3410524666795,-6.25974878668785,+353 1 677 8953,/Restaurant_Review-g186605-d15757133-Reviews-Xian_Street_Food-Dublin_County_Dublin.html,2
566,HaiLan Korean Restaurant,778,177,4,Average,"['Japanese', 'Asian', 'Korean']","65 Dame Street, Dublin Dublin 2 Ireland",53.3442744,-6.2655032,+353 1 764 5722,/Restaurant_Review-g186605-d6945314-Reviews-HaiLan_Korean_Restaurant-Dublin_County_Dublin.html,2
567,Rooftop Bar and Terrace,781,97,4,Average,"['Irish', 'Bar', 'European']","Grand Canal Square The Marker Hotel, Grand Canal Square, Dublin Ireland",53.3445238,-6.2387962,+353 1 687 5100,/Restaurant_Review-g186605-d4042938-Reviews-Rooftop_Bar_and_Terrace-Dublin_County_Dublin.html,2
568,The Pig and Heifer,783,80,4,Cheap,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']","21-23 City Quay, Dublin Ireland",53.3469973,-6.2498025,+353 1 633 6972,/Restaurant_Review-g186605-d2056716-Reviews-The_Pig_and_Heifer-Dublin_County_Dublin.html,2
569,Saburritos Dame Street,784,112,4,Cheap,"['Mexican', 'Fast food', 'Vegetarian Friendly']","17 Dame Street, Dublin Ireland",53.3439628,-6.26512561742934,+353 1 658 8805,/Restaurant_Review-g186605-d10542918-Reviews-Saburritos_Dame_Street-Dublin_County_Dublin.html,2
570,La Peniche,786,129,4,Average,"['Irish', 'European']","Grand Canal, Mespil Road Jetty, Dublin 4 Ireland",53.333363518402,-6.24863340021599,+353 87 790 0077,/Restaurant_Review-g186605-d952858-Reviews-La_Peniche-Dublin_County_Dublin.html,2
571,Oscar's Bar & Kitchen,788,97,4,Average,"['Irish', 'Bar', 'European']","Merrion Street Lower, Dublin Dublin 2 Ireland",53.341344,-6.251135,+353 1 607 3800,/Restaurant_Review-g186605-d8665084-Reviews-Oscar_s_Bar_Kitchen-Dublin_County_Dublin.html,2
572,Arlington Hotel Temple Bar,794,90,4,Average,"['Irish', 'Bar', 'European']","Dame Street, Dublin Ireland",53.3441726,-6.2648459,+353 1 687 5201,/Restaurant_Review-g186605-d7234087-Reviews-Arlington_Hotel_Temple_Bar-Dublin_County_Dublin.html,2
573,J.T.Pim's,795,79,4,Average,"['Irish', 'Bar', 'European']","4 South Great George's Street, Dublin D02 NR59 Ireland",53.3437508,-6.2642489,+353 1 672 4645,/Restaurant_Review-g186605-d10618892-Reviews-J_T_Pim_s-Dublin_County_Dublin.html,2
574,Bunsen Dame Street,799,26,4.5,Average,"['American', 'Irish', 'Fast food']","53 Dame Street Dublin 2, Dublin D02 V525 Ireland",53.3442911,-6.2642116,+353 1 561 3853,/Restaurant_Review-g186605-d17449740-Reviews-Bunsen_Dame_Street-Dublin_County_Dublin.html,2
575,The Ivy Dawson Street,801,904,3.5,Average,"['Seafood', 'International', 'Grill']","13-17 Dawson Street, Dublin D02 TF98 Ireland",53.3414179,-6.258002,+353 1 695 0744,/Restaurant_Review-g186605-d14803429-Reviews-The_Ivy_Dawson_Street-Dublin_County_Dublin.html,2
576,Oolong Flower POWER,805,76,4,Average,"['Cafe', 'European', 'Vegetarian Friendly']","2 Stephens Street Lower, Dublin Ireland",53.3413414,-6.2647342,+353 86 151 3153,/Restaurant_Review-g186605-d5863990-Reviews-Oolong_Flower_POWER-Dublin_County_Dublin.html,2
577,The Lucky Duck,822,64,4,Average,"['Irish', 'Bar', 'Contemporary']","42 Aungier Street, Dublin D02 KP08 Ireland",53.338482,-6.2659302,+353 1 405 4824,/Restaurant_Review-g186605-d14032353-Reviews-The_Lucky_Duck-Dublin_County_Dublin.html,2
578,Kathmandu Nepalese Restaurant,823,35,4.5,Average,"['Asian', 'Nepalese', 'Vegetarian Friendly']","24 Castle Street Dalkey, Dún Laoghaire, Co. Dublin, Dublin Ireland",53.3441163638897,-6.26494572165736,+353 1 275 0300,/Restaurant_Review-g186605-d2363755-Reviews-Kathmandu_Nepalese_Restaurant-Dublin_County_Dublin.html,2
579,Smokin Bones,829,31,4.5,Average,"['American', 'Irish', 'Barbecue']","Chalet 1 Phibsboro Shopping Centre, Dublin Ireland",53.3442371905982,-6.26316786288795,+353 1 882 8565,/Restaurant_Review-g186605-d12713994-Reviews-Smokin_Bones-Dublin_County_Dublin.html,2
580,The Good Food Store,832,78,4,Cheap,"['Irish', 'Deli', 'Contemporary']","24 South Great George's Street Serpentine Ave D4, Dublin Ireland",53.3424170445269,-6.26445178939306,+353 1 444 3877,/Restaurant_Review-g186605-d8515485-Reviews-The_Good_Food_Store-Dublin_County_Dublin.html,2
581,KCPeaches,835,82,4,Average,"['Irish', 'Cafe', 'European']","54 Dame Street, Dublin Ireland",53.3442914,-6.26438964736447,+353 1 645 5307,/Restaurant_Review-g186605-d7810225-Reviews-KCPeaches-Dublin_County_Dublin.html,2
582,Listons Food Store,837,29,4.5,Average,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']","24/26 Lower Camden Street, Dublin Ireland",53.3343378,-6.2652847,+353 1 405 4779,/Restaurant_Review-g186605-d3323178-Reviews-Listons_Food_Store-Dublin_County_Dublin.html,2
583,National Museum Cafe,840,65,4,Average,['Cafe'],"1 Kildare Street, Dublin D02 EA48 Ireland",53.3419051,-6.254385,+353 1 662 1269,/Restaurant_Review-g186605-d696301-Reviews-National_Museum_Cafe-Dublin_County_Dublin.html,2
584,Il Fornaio Dawson Street,841,20,5,Cheap,"['Italian', 'Cafe', 'European']","Unit 10 Royal Hibernian Way Dawson Street, Dublin DUBLIN 2 Ireland",53.341348,-6.258351,+353 87 205 1693,/Restaurant_Review-g186605-d13946527-Reviews-Il_Fornaio_Dawson_Street-Dublin_County_Dublin.html,2
585,Urchin,845,44,4,Average,"['Irish', 'Seafood', 'Mediterranean']","22, St Stephens Green, Dublin Ireland",53.33924,-6.2571721,+353 1 638 3939,/Restaurant_Review-g186605-d12149915-Reviews-Urchin-Dublin_County_Dublin.html,2
586,Lunch,850,22,4.5,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']","4 Lombard Street East, Dublin Ireland",53.3443933238941,-6.24906940197679,,/Restaurant_Review-g186605-d10486263-Reviews-Lunch-Dublin_County_Dublin.html,2
587,Camden Bites & Brews,862,44,4,Average,"['Irish', 'Bar']","9 Camden Street Lower, Dublin D02 FX67 Ireland",53.3359048,-6.2650316,+353 85 207 0468,/Restaurant_Review-g186605-d13976655-Reviews-Camden_Bites_Brews-Dublin_County_Dublin.html,2
588,CheckPoint Pizza,864,45,4.5,Cheap,"['Italian', 'Pizza', 'Fast food']","George's Street Arcade, South Great Georges Street, D2. Unit 25, Dublin D02 DH79 Ireland",53.3425,-6.2638889,+353 1 516 2975,/Restaurant_Review-g186605-d11802171-Reviews-CheckPoint_Pizza-Dublin_County_Dublin.html,2
589,Yum Thai,877,99,4,Cheap,"['Fast food', 'Asian', 'Thai']","13 Duke Street Dublin 2, Dublin Ireland",53.3378314090752,-6.25288551172138,,/Restaurant_Review-g186605-d2537049-Reviews-Yum_Thai-Dublin_County_Dublin.html,2
590,McGrattans Pub,887,88,4,Average,"['Irish', 'Bar', 'Pub']","Off Baggot Street, Dublin Ireland",53.3366965,-6.2490116,+353 1 661 8808,/Restaurant_Review-g186605-d5796486-Reviews-McGrattans_Pub-Dublin_County_Dublin.html,2
591,Cafe Boulevard,889,16,4.5,Average,"['Cafe', 'European']","132 Lower Baggot Street, Dublin Ireland",53.33756205,-6.25166988460883,+353 1 678 7054,/Restaurant_Review-g186605-d13959524-Reviews-Cafe_Boulevard-Dublin_County_Dublin.html,2
592,Sweet Churro,897,15,4.5,Cheap,"['French', 'German', 'Spanish']","3/4 Crow Street 3 Temple Bar, Dublin D02 F884 Ireland",53.3446561,-6.2638811,+353 83 160 3702,/Restaurant_Review-g186605-d15555517-Reviews-Sweet_Churro-Dublin_County_Dublin.html,2
593,Japanese kitchen by J2 Sushi,904,24,4.5,Average,"['Japanese', 'Sushi', 'Asian']","1 poolbeg street Dublin2, Dublin Ireland",53.3468968353488,-6.25711549302335,+353 1 671 8438,/Restaurant_Review-g186605-d10631673-Reviews-Japanese_kitchen_by_J2_Sushi-Dublin_County_Dublin.html,2
594,La Gondola,906,169,3.5,Average,"['Italian', 'Pizza', 'European']","51 Wellington Quay Capel Street Area, Dublin D02 NH04 Ireland",53.345784,-6.261924,+353 67 06812,/Restaurant_Review-g186605-d2264832-Reviews-La_Gondola-Dublin_County_Dublin.html,2
595,Masa,916,82,4,Cheap,"['Mexican', 'Latin', 'Central American']","2-3 Drury Street, Dublin Ireland",53.341452,-6.263895,+353 1 430 2841,/Restaurant_Review-g186605-d15020146-Reviews-Masa-Dublin_County_Dublin.html,2
596,Medley,917,39,4.5,Average,"['International', 'European', 'Vegetarian Friendly']","Fleet Street East, Dublin 2 Ireland",53.345974,-6.2581786,+353 1 534 9281,/Restaurant_Review-g186605-d6413334-Reviews-Medley-Dublin_County_Dublin.html,2
597,Bestseller Dublin,919,79,4,Average,"['Irish', 'Cafe', 'Vegetarian Friendly']","41 Dawson Street, Dublin D02 VY06 Ireland",53.3407733,-6.2586226,+353 1 671 5125,/Restaurant_Review-g186605-d12196166-Reviews-Bestseller_Dublin-Dublin_County_Dublin.html,2
598,The Teller Room,923,49,4,Average,"['Irish', 'Bar', 'Pub']","Trinity Street Bankers Pub, Dublin Ireland",53.3439998,-6.2624883,+353 1 679 3697,/Restaurant_Review-g186605-d7995785-Reviews-The_Teller_Room-Dublin_County_Dublin.html,2
599,The Terrace at the Merrion Hotel,953,20,4.5,Average,,"Upper Merrion Street Merrion Hotel, Dublin - Ireland",53.334645,-6.258157,+353 1 603 0600,/Restaurant_Review-g186605-d4844648-Reviews-The_Terrace_at_the_Merrion_Hotel-Dublin_County_Dublin.html,2
600,As One,964,10,5,Average,"['Cafe', 'Contemporary', 'Healthy']","Unit 3 13-18 City Quay, Dublin Ireland",53.3468977,-6.2507468,+353 1 430 4371,/Restaurant_Review-g186605-d17851192-Reviews-As_One-Dublin_County_Dublin.html,2
601,Cafe Rubis Wine Bar,966,25,4.5,Average,"['Cafe', 'European', 'Wine Bar']","9 Parliament street, Dublin 2, Dublin D02 K726 Ireland",53.3445979,-6.2672349,+353 87 635 7743,/Restaurant_Review-g186605-d13112122-Reviews-Cafe_Rubis_Wine_Bar-Dublin_County_Dublin.html,2
602,The Shawarma Company,967,10,5,Cheap,"['Lebanese', 'Mediterranean', 'Middle Eastern']","63 Dame Street, Dublin Ireland",53.3441726,-6.2648459,+353 1 551 8025,/Restaurant_Review-g186605-d18190487-Reviews-The_Shawarma_Company-Dublin_County_Dublin.html,2
603,Chaplins Bar,978,46,4.5,Cheap,"['Irish', 'Bar', 'Pub']","1/2 Hawkins Street, Dublin 2, Dublin D02 K590 Ireland",53.34619995,-6.25722102773498,+353 1 677 5225,/Restaurant_Review-g186605-d5667749-Reviews-Chaplins_Bar-Dublin_County_Dublin.html,2
604,Pablo Picante Temple Bar,980,67,4,Cheap,"['Mexican', 'Vegetarian Friendly', 'Vegan Options']","14 Aston Quay, Dublin D02 RX23 Ireland",53.3375309438211,-6.25141483437738,+353 1 679 9305,/Restaurant_Review-g186605-d10763621-Reviews-Pablo_Picante_Temple_Bar-Dublin_County_Dublin.html,2
605,Sip & Slurp,982,22,4.5,Average,"['Irish', 'Cafe', 'International']","67 Charlemont Street Dublin 2, Dublin D02 C820 Ireland",53.3326471,-6.2635418,+353 86 027 7661,/Restaurant_Review-g186605-d3679802-Reviews-Sip_Slurp-Dublin_County_Dublin.html,2
606,Lucky Tortoise,985,89,3.5,Average,"['Chinese', 'Asian']","8 Aungier Street, Dublin D02 NX83 Ireland",53.3409285,-6.2654196,,/Restaurant_Review-g186605-d15702638-Reviews-Lucky_Tortoise-Dublin_County_Dublin.html,2
607,Pog,993,187,3.5,Average,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']","32 Bachelors Walk, Dublin Ireland",53.345711,-6.255021,+353 1 878 3255,/Restaurant_Review-g186605-d7053204-Reviews-Pog-Dublin_County_Dublin.html,2
608,Cafe Mineiro,997,44,4,Cheap,"['Brazilian', 'Latin', 'Spanish']","13 Crown Alley Tample Bar Dublin, Dublin D02KW83 Ireland",53.3452455,-6.2629165,+353 1 551 3614,/Restaurant_Review-g186605-d13444343-Reviews-Cafe_Mineiro-Dublin_County_Dublin.html,2
609,Zaika,1000,24,4,Cheap,"['Indian', 'Fast food', 'Middle Eastern']","37 Stephen Street Lower, Dublin Dublin 2 Ireland",53.341131,-6.26368,+353 1 677 3307,/Restaurant_Review-g186605-d7942049-Reviews-Zaika-Dublin_County_Dublin.html,2
610,Trumans Restaurant,1012,24,4.5,Average,['European'],"34 Kildare Street, Dublin 2 Ireland",53.34047285,-6.25571256318807,+353 1 614 6500,/Restaurant_Review-g186605-d5791657-Reviews-Trumans_Restaurant-Dublin_County_Dublin.html,2
611,Nutbutter,1017,42,4,Average,"['Quick Bites', 'Cafe', 'Vegetarian Friendly']","Forbes Street Grand Canal Dock, Dublin Ireland",53.3451093,-6.2382118,+353 1 633 9985,/Restaurant_Review-g186605-d13998622-Reviews-Nutbutter-Dublin_County_Dublin.html,2
612,Pygmalion,1021,433,3.5,Average,"['Irish', 'Bar', 'European']","59, South William Street Ground Floor, Powerscourt Ce, Dublin D2 Ireland",53.342172,-6.2623045,+353 1 633 4479,/Restaurant_Review-g186605-d2435425-Reviews-Pygmalion-Dublin_County_Dublin.html,2
613,Loose Canon Cheese & Wine,1028,16,4.5,Average,['Wine Bar'],"29 Drury Street, Dublin D02 RX95 Ireland",53.3425249,-6.2633229,,/Restaurant_Review-g186605-d15780497-Reviews-Loose_Canon_Cheese_Wine-Dublin_County_Dublin.html,2
614,Coffeeangel PSL,1029,12,5,Cheap,"['Quick Bites', 'Cafe']","27 Pembroke Street Lower, Dublin D02 T922 Ireland",53.3367901,-6.2518955,+353 1 969 6002,/Restaurant_Review-g186605-d14013787-Reviews-Coffeeangel_PSL-Dublin_County_Dublin.html,2
615,D two,1038,90,3.5,Average,"['Irish', 'Bar', 'Pub']","60 Harcourt Street Dublin 2, Dublin Ireland",53.3344059,-6.2629302,+353 1 476 4603,/Restaurant_Review-g186605-d2251124-Reviews-D_two-Dublin_County_Dublin.html,2
616,Sitar Restaurant Temple Bar,1039,23,4,Average,"['Indian', 'Asian', 'Vegetarian Friendly']","Temple Bar, Dublin Ireland",53.3454957,-6.2631139,+353 1 670 6863,/Restaurant_Review-g186605-d15006363-Reviews-Sitar_Restaurant_Temple_Bar-Dublin_County_Dublin.html,2
617,Jaffa on the Quay,1046,65,4,Cheap,"['Irish', 'Thai', 'Vegetarian Friendly']","10 Burgh Quay, Dublin Ireland",53.347414,-6.253182,+353 1 633 4853,/Restaurant_Review-g186605-d7599787-Reviews-Jaffa_on_the_Quay-Dublin_County_Dublin.html,2
618,Nicos Italian Restaurant,1055,21,4,Average,"['Italian', 'Mediterranean', 'Vegetarian Friendly']","53 Dame Street, Dublin Ireland",53.3441726,-6.2648459,,/Restaurant_Review-g186605-d10546818-Reviews-Nicos_Italian_Restaurant-Dublin_County_Dublin.html,2
619,The Grayson,1056,94,3.5,Average,"['Contemporary', 'Wine Bar', 'Gluten Free Options']","41 St Stephen's Green, Dublin D02 VY49 Ireland",53.3382819,-6.2552774,+353 1 683 3680,/Restaurant_Review-g186605-d15036961-Reviews-The_Grayson-Dublin_County_Dublin.html,2
620,SMS Cafe,1062,47,4,Average,['Irish'],"Drury St., Dublin Ireland",53.3418474,-6.2636299,+353 1 679 9009,/Restaurant_Review-g186605-d8509358-Reviews-SMS_Cafe-Dublin_County_Dublin.html,2
621,Bonsai Bar Dublin,1065,13,4.5,Expensive,"['Japanese', 'Bar', 'Asian']","17 South Great George's Street Exchequer street, Dublin na Ireland",53.3428853,-6.2641416,+353 1 526 7701,/Restaurant_Review-g186605-d15329271-Reviews-Bonsai_Bar_Dublin-Dublin_County_Dublin.html,2
622,Pause Cafe',1066,27,4.5,Average,"['Italian', 'Cafe', 'European']","1 The Waterfront Hanover Quay, Dublin D2 Ireland",53.3439822,-6.2340575,+353 86 030 6949,/Restaurant_Review-g186605-d2430047-Reviews-Pause_Cafe-Dublin_County_Dublin.html,2
623,The Cappuccino Bar,1071,71,3.5,Cheap,"['Irish', 'Cafe']","10 Crow Street, Dublin 2, Ireland, Dublin Ireland",53.3449672,-6.2636149,+353 1 671 5336,/Restaurant_Review-g186605-d4153806-Reviews-The_Cappuccino_Bar-Dublin_County_Dublin.html,2
624,Mai Thai,1073,33,4,Average,"['Asian', 'Thai', 'Vegetarian Friendly']","87A Manor Street, Dublin Ireland",53.3458315,-6.2635631,,/Restaurant_Review-g186605-d3661735-Reviews-Mai_Thai-Dublin_County_Dublin.html,2
625,GRANTHAMS Cafe,1077,14,4.5,Cheap,"['Irish', 'Cafe', 'European']","8 Aungier Street, Dublin D2 Ireland",53.3409285,-6.2654196,+353 1 475 8553,/Restaurant_Review-g186605-d12443412-Reviews-GRANTHAMS_Cafe-Dublin_County_Dublin.html,2
626,The Restaurant by Johnnie Cooke,1079,130,3.5,Average,"['European', 'Gluten Free Options']","Brown Thomas 88-95 Grafton Street, Dublin 2, Dublin 0002 Ireland",53.3424295,-6.2599311,+353 1 617 1163,/Restaurant_Review-g186605-d4829357-Reviews-The_Restaurant_by_Johnnie_Cooke-Dublin_County_Dublin.html,2
627,The Art of Coffee,1080,10,4.5,Cheap,['Cafe'],"Swan Centre Rathmines, Dublin Ireland",53.3328794438189,-6.26229550127811,+353 1 412 6160,/Restaurant_Review-g186605-d11638908-Reviews-The_Art_of_Coffee-Dublin_County_Dublin.html,2
628,Musashi,1081,23,4,Average,"['Japanese', 'Seafood', 'Sushi']","48 Hogan Place, Dublin D02 NC04 Ireland",53.3410361062762,-6.24505429570812,+353 1 441 0108,/Restaurant_Review-g186605-d12712236-Reviews-Musashi-Dublin_County_Dublin.html,2
629,The Connected Restaurant,1083,8,5,,['Italian'],"33 Clarendon St, Dublin Ireland",53.341101,-6.26239484105705,,/Restaurant_Review-g186605-d15570599-Reviews-The_Connected_Restaurant-Dublin_County_Dublin.html,2
630,Urban Picnic,1086,156,3.5,Cheap,"['Irish', 'Cafe', 'International']","30 Market Arcade South Great Georges Street, Dublin 2 Ireland",53.3424255,-6.2640325,+353 87 977 5822,/Restaurant_Review-g186605-d2058114-Reviews-Urban_Picnic-Dublin_County_Dublin.html,2
631,A Table,1109,23,4,Average,"['Irish', 'Cafe', 'European']","40 Forbes Quay, Forbes Street Grand Canal Dock, Docklands, Dublin Ireland",53.345476,-6.238291,+353 1 445 8970,/Restaurant_Review-g186605-d11645442-Reviews-A_Table-Dublin_County_Dublin.html,2
632,Three Twenty Ice Cream Lab,1112,7,5,Cheap,"['Irish', 'International']","30 Drury Street, Dublin D02 DW66 Ireland",53.3425628,-6.2632893,+353 86 898 0563,/Restaurant_Review-g186605-d18617527-Reviews-Three_Twenty_Ice_Cream_Lab-Dublin_County_Dublin.html,2
633,la paloma,1120,90,3.5,Average,['Spanish'],"Temple Bar, Dublin, County Dublin",53.3454957,-6.2631139,,/Restaurant_Review-g186605-d790430-Reviews-La_paloma-Dublin_County_Dublin.html,2
634,Five Guys,1126,57,3.5,Average,"['Quick Bites', 'American', 'Fast food']","57 South Great George's Street, Dublin D02HF50 Ireland",53.3420095302797,-6.26507314328738,+353 1 908 9319,/Restaurant_Review-g186605-d14190105-Reviews-Five_Guys-Dublin_County_Dublin.html,2
635,Afternoon Tea,1135,54,3.5,Expensive,['Gluten Free Options'],"The Westbury Hotel, Dublin Ireland",53.3414135,-6.2615173,+353 1 646 3311,/Restaurant_Review-g186605-d2202159-Reviews-Afternoon_Tea-Dublin_County_Dublin.html,2
636,The Commons at MOLI,1136,17,4,,,"86 St Stephen's Green Newman House, Dublin Ireland",53.3368484,-6.260497,+353 1 477 9811,/Restaurant_Review-g186605-d19086209-Reviews-The_Commons_at_MOLI-Dublin_County_Dublin.html,2
637,Doyle's of College Street,1137,15,4.5,Average,['Bar'],"9 College Street, Dublin Ireland",53.34577,-6.25752239561928,+353 1 671 0616,/Restaurant_Review-g186605-d696210-Reviews-Doyle_s_of_College_Street-Dublin_County_Dublin.html,2
638,Cafe Joly,1141,21,4,Average,"['Irish', 'Cafe', 'European']","1 Kildare Street, Dublin Ireland",53.3419639,-6.2544585,+353 1 603 0257,/Restaurant_Review-g186605-d4085566-Reviews-Cafe_Joly-Dublin_County_Dublin.html,2
