Name,Ranking,Reviews,Rating,Price,Cuisines,Address,Latitude,Longitude,Phone,Link
Hx46 Cafe and Pan Asian Goats Town,713,46,4.5,Average,"['Cafe', 'Asian', 'Vegetarian Friendly']","4 Willowfield Park Friarland, Dublin DUBLIN 14 Ireland",53.3275600969955,-6.27725269118627,+353 1 537 1010,/Restaurant_Review-g186605-d11612437-Reviews-Hx46_Cafe_and_Pan_Asian_Goats_Town-Dublin_County_Dublin.html
Groundstate Coffee,715,37,4.5,Average,"['Irish', 'Vegetarian Friendly', 'Vegan Options']","48-50 James’s Street, Dublin D08 YK6N Ireland",53.3432506,-6.2886011,,/Restaurant_Review-g186605-d15181852-Reviews-Groundstate_Coffee-Dublin_County_Dublin.html
Dylan Hotel,717,111,4.0,Expensive,"['Irish', 'International', 'European']","East Moreland Place, Dublin Ireland",53.33382535,-6.242302216701905,,/Restaurant_Review-g186605-d1009349-Reviews-Dylan_Hotel-Dublin_County_Dublin.html
IFI Cafe Bar,719,111,4.0,Average,"['Irish', 'European', 'Vegetarian Friendly']","6 Eustace Street Temple Bar, Dublin 2, Dublin D02 PD85 Ireland",53.344565,-6.2651355,+353 1 679 8712,/Restaurant_Review-g186605-d3192564-Reviews-IFI_Cafe_Bar-Dublin_County_Dublin.html
Er Buchetto Caffe Italiano,720,32,4.5,Cheap,"['Italian', 'Cafe', 'European']","71 Ranelagh Village Dublin 6, Dublin Ireland",53.3252185,-6.2550504,+353 1 496 7584,/Restaurant_Review-g186605-d3314867-Reviews-Er_Buchetto_Caffe_Italiano-Dublin_County_Dublin.html
Walsh's Stoneybatter,722,38,4.5,Average,"['Irish', 'Pub']","6/7 Stoneybatter, Dublin 7, Dublin Dublin 7 Ireland",53.35037625,-6.281536119965656,+353 1 670 8647,/Restaurant_Review-g186605-d4547821-Reviews-Walsh_s_Stoneybatter-Dublin_County_Dublin.html
KC Peaches Cafe St Stephen's Green,723,157,4.0,Cheap,"['Cafe', 'European', 'Healthy']","35-37 Saint Stephens Green, Dublin Ireland",53.3362834,-6.2571956,+353 1 642 5903,/Restaurant_Review-g186605-d8810167-Reviews-KC_Peaches_Cafe_St_Stephen_s_Green-Dublin_County_Dublin.html
Cinnamon Cafe,724,185,4.0,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']","Coke Lane, SMITHFIELD, Smithfield, Dublin Dublin 7 Ireland",53.3468002,-6.2789385,+353 1 872 6567,/Restaurant_Review-g186605-d2236434-Reviews-Cinnamon_Cafe-Dublin_County_Dublin.html
Il Vignardo Restaurant,725,79,4.0,Average,"['Italian', 'European', 'Vegetarian Friendly']","21 Store Street Beresford Hotel IFSC, Dublin D01 T9R2 Ireland",53.3499928,-6.2528207,+353 1 813 4700,/Restaurant_Review-g186605-d2435074-Reviews-Il_Vignardo_Restaurant-Dublin_County_Dublin.html
Zozimus Bar,726,148,4.0,Average,"['Asian', 'Vegetarian Friendly']","Anne’s Lane Centenary House, Dublin D02 AK30 Ireland",53.3405771,-6.2597707,+353 1 536 9640,/Restaurant_Review-g186605-d10338137-Reviews-Zozimus_Bar-Dublin_County_Dublin.html
Kopitiam,727,62,4.0,Average,"['Asian', 'Malaysian', 'Vegetarian Friendly']","53 Capel Street, Dublin Ireland",53.3491404113576,-6.269004055089807,+353 1 873 4659,/Restaurant_Review-g186605-d13425905-Reviews-Kopitiam-Dublin_County_Dublin.html
Blue Ginger Cafe Restaurant,728,107,4.0,Average,"['Irish', 'European', 'Gluten Free Options']","5 George's Street Upper, Dublin 0000 Ireland",53.3436519,-6.2646692,+353 1 284 5886,/Restaurant_Review-g186605-d5864968-Reviews-Blue_Ginger_Cafe_Restaurant-Dublin_County_Dublin.html
Jurys Inn Dublin Parnell Street,729,83,4.0,Average,,"Moore Street Mall, Parnell St Restaurante dentro del hotel del mismo nombre, Dublin DUBLIN 1 Ireland",53.3515707,-6.2630611,+353 1 878 4900,/Restaurant_Review-g186605-d10446095-Reviews-Jurys_Inn_Dublin_Parnell_Street-Dublin_County_Dublin.html
Esquires Coffee (Talbot Street),733,34,4.5,Average,"['Quick Bites', 'Cafe', 'Contemporary']","79A Talbot Street, Dublin D01 W9W2 Ireland",53.35059949999999,-6.2545858,+353 1 558 2902,/Restaurant_Review-g186605-d14931144-Reviews-Esquires_Coffee_Talbot_Street-Dublin_County_Dublin.html
The Lord Edward,735,141,4.0,Average,['Pub'],"23 Christchurch Place, Dublin Ireland",53.3430824,-6.2701176,+353 1 454 2420,/Restaurant_Review-g186605-d785595-Reviews-The_Lord_Edward-Dublin_County_Dublin.html
Gaillot and Gray,737,43,4.5,Average,"['Pizza', 'European', 'Vegetarian Friendly']","59 Clanbrassil St Lwr, Dublin Ireland",53.3326197,-6.2754756,+353 1 454 7781,/Restaurant_Review-g186605-d10124880-Reviews-Gaillot_and_Gray-Dublin_County_Dublin.html
Sisu Izakaya,738,26,4.5,Average,"['Japanese', 'Sushi', 'Asian']","4 Drury Hall, Stephen Street Lower, Dublin 2, Dublin DO2 NH77 Ireland",53.34120189999999,-6.2647163,+353 1 475 7777,/Restaurant_Review-g186605-d15277075-Reviews-Sisu_Izakaya-Dublin_County_Dublin.html
SANUK Authentic Thai Cuisine,739,52,4.5,Cheap,"['Asian', 'Thai', 'Vegetarian Friendly']","Pembroke Road Ballsbridge, Dublin DUBLIN 4 Ireland",53.3308235,-6.2337087,+353 1 668 7672,/Restaurant_Review-g186605-d10241904-Reviews-SANUK_Authentic_Thai_Cuisine-Dublin_County_Dublin.html
Hucks Dublin,741,25,5.0,Average,"['Bar', 'Cafe', 'Pub']","8A Camden Street 8A, Dublin 2 Ireland",53.3359626,-6.2650767,+353 89 607 8310,/Restaurant_Review-g186605-d15812024-Reviews-Hucks_Dublin-Dublin_County_Dublin.html
The Vintage Cafe,742,25,4.5,Cheap,"['Irish', 'Cafe', 'European']","34 Old Nangor Road (Opposite Colaiste Chilliain), Dublin Ireland",53.346902,-6.255632,+353 86 140 9156,/Restaurant_Review-g186605-d12003680-Reviews-The_Vintage_Cafe-Dublin_County_Dublin.html
Christophe's,743,98,4.0,Average,"['Italian', 'Irish', 'Cafe']","Duck Lane Smithfield, Dublin 7 Ireland",53.3483664,-6.2766065,+353 87 841 3085,/Restaurant_Review-g186605-d3225069-Reviews-Christophe_s-Dublin_County_Dublin.html
l'Enoteca di Napoli,744,29,4.5,Average,"['Italian', 'Mediterranean', 'European']","11-14 Fenian Street Dublin 2, Dublin Ireland",53.3415467,-6.2480289,+353 1 639 8884,/Restaurant_Review-g186605-d8667338-Reviews-L_Enoteca_di_Napoli-Dublin_County_Dublin.html
Food Game,745,73,4.5,Cheap,"['Irish', 'Cafe', 'European']","The Pidgeon House 10 South Lotts Road Ringsend, Dublin Ireland",53.3422791,-6.2566543,+353 1 281 5002,/Restaurant_Review-g186605-d3156887-Reviews-Food_Game-Dublin_County_Dublin.html
Madina Street Food Co,746,302,4.0,Cheap,"['Indian', 'Asian', 'Vegetarian Friendly']","60 Mary Street, Dublin D01 CD40 Ireland",53.34856484251161,-6.26815070184093,+353 1 872 6007,/Restaurant_Review-g186605-d919491-Reviews-Madina_Street_Food_Co-Dublin_County_Dublin.html
The Vintage Teapot,747,27,4.5,Average,"['Chinese', 'Cafe', 'Vegetarian Friendly']","8 Cathedral Street, Dublin Ireland",53.35041715,-6.259677609133924,+353 1 555 1761,/Restaurant_Review-g186605-d12525923-Reviews-The_Vintage_Teapot-Dublin_County_Dublin.html
Mr Dinh Restaurant,749,33,4.5,Average,"['Chinese', 'Japanese', 'Asian']","101-102 Capel Street Dublin 1, Dublin D01 H2X5 Ireland",53.3499537,-6.2695466,+353 1 537 2869,/Restaurant_Review-g186605-d12385388-Reviews-Mr_Dinh_Restaurant-Dublin_County_Dublin.html
MAK by Jules Mak,752,18,5.0,Average,"['Chinese', 'Asian', 'Vegetarian Friendly']","Anne's Lane Dublin 2, Dublin D02 AK30 Ireland",53.3408781,-6.2596341,+353 1 536 9640,/Restaurant_Review-g186605-d15355582-Reviews-MAK_by_Jules_Mak-Dublin_County_Dublin.html
Maia Restaurant,753,111,4.0,Average,"['Cafe', 'International', 'European']","47 Shelbourne Road Ballsbridge, Dublin 4 Ireland",53.3303836,-6.2320798,+353 1 667 0020,/Restaurant_Review-g186605-d1118320-Reviews-Maia_Restaurant-Dublin_County_Dublin.html
Assassination Custard,754,30,5.0,Cheap,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']","19 Kevin Street Cross, Dublin Dublin 8 Ireland",53.3382953,-6.2720065,+353 87 997 1513,/Restaurant_Review-g186605-d8773453-Reviews-Assassination_Custard-Dublin_County_Dublin.html
Coke Lane Pizza @ Lucky's,756,23,4.5,Cheap,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']","78 Meath Street Smithfield, Dublin D08 A318 Ireland",53.34693000000001,-6.2796106,+353 89 954 0106,/Restaurant_Review-g186605-d12705883-Reviews-Coke_Lane_Pizza_Lucky_s-Dublin_County_Dublin.html
Aoki Sushi,757,49,4.0,Average,"['Japanese', 'Sushi', 'Asian']","South Richmond Street Unit 4, Richmond View 63, Dublin Ireland",53.3322177,-6.264619,+353 1 478 8836,/Restaurant_Review-g186605-d9738342-Reviews-Aoki_Sushi-Dublin_County_Dublin.html
Charlemont Bar & Bistro,760,52,4.0,Average,"['Irish', 'Bar', 'European']","Hilton Hotel Charlemont Place, Dublin D02 A893 Ireland",53.3309476,-6.259287,+353 1 402 9988,/Restaurant_Review-g186605-d9698441-Reviews-Charlemont_Bar_Bistro-Dublin_County_Dublin.html
Falafel,761,85,4.0,Cheap,"['Grill', 'Middle Eastern', 'Arabic']","11 Essex Street East Temple Bar, Dublin Dublin 2 Ireland",53.3323711,-6.264619,+353 1 673 0000,/Restaurant_Review-g186605-d4721240-Reviews-Falafel-Dublin_County_Dublin.html
Hartigan's,762,39,4.0,Cheap,"['Irish', 'Pub']","100 Lower Leeson Street, Dublin D02 W023 Ireland",53.3359429,-6.256579299999999,+353 1 676 2280,/Restaurant_Review-g186605-d696238-Reviews-Hartigan_s-Dublin_County_Dublin.html
Rita’s,763,40,4.5,Average,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']","15 Ranelagh Dublin 6, Dublin D06 C6H0 Ireland",53.325863,-6.2555695,,/Restaurant_Review-g186605-d16585070-Reviews-Rita_s-Dublin_County_Dublin.html
Sweeney's,765,58,4.5,Average,"['Irish', 'Bar', 'Pub']","32 Dame Street, Dublin D02 EA24 Ireland",53.3440698,-6.2634032,+353 87 154 7808,/Restaurant_Review-g186605-d2646821-Reviews-Sweeney_s-Dublin_County_Dublin.html
Turk's Head,767,218,3.5,Average,"['Irish', 'Bar', 'European']","Parliament Street Temple Bar, Dublin Dublin 2 Ireland",53.3448883,-6.2675147,+353 1 679 2606,/Restaurant_Review-g186605-d716030-Reviews-Turk_s_Head-Dublin_County_Dublin.html
Mc Grattans,768,66,4.5,Average,"['Irish', 'Bar', 'European']","76 Fitzwilliam Lane, Dublin Ireland",53.3375337,-6.2488447,,/Restaurant_Review-g186605-d2101242-Reviews-Mc_Grattans-Dublin_County_Dublin.html
Vamo No Brasileiro,771,18,5.0,Average,"['Speciality Food Market', 'Brazilian', 'Cafe']","18 Talbot Street Dublin 1 Ground floor, Dublin 0100 Ireland",53.3507729,-6.2550547,3533947659,/Restaurant_Review-g186605-d15669309-Reviews-Vamo_No_Brasileiro-Dublin_County_Dublin.html
Xian Street Food,773,43,4.5,Cheap,"['Quick Bites', 'Chinese', 'Asian']","28 Anne Street South, Dublin D02 DX39 Ireland",53.34105246667946,-6.259748786687852,+353 1 677 8953,/Restaurant_Review-g186605-d15757133-Reviews-Xian_Street_Food-Dublin_County_Dublin.html
"John Fallons ""The Capstan Bar""",774,77,4.0,Cheap,"['Bar', 'Pub', 'Soups']","129 The Coombe, Dublin Dublin 8 Ireland",53.3389839,-6.2733761,+353 1 454 2801,/Restaurant_Review-g186605-d6922609-Reviews-John_Fallons_The_Capstan_Bar-Dublin_County_Dublin.html
Spitalfields,775,22,4.5,Average,['Irish'],"25 The Coombe, Dublin D08 YV07 Ireland",53.3407983,-6.2756181,+353 1 454 6921,/Restaurant_Review-g186605-d19139825-Reviews-Spitalfields-Dublin_County_Dublin.html
The Blossom Tree Cafe,777,17,5.0,Cheap,"['Irish', 'Cafe', 'Fast food']","St.Patricks Park Bull Alley St, Wood Quay,, Dublin Ireland",53.3402425,-6.2711649,+353 1 460 2999,/Restaurant_Review-g186605-d12598214-Reviews-The_Blossom_Tree_Cafe-Dublin_County_Dublin.html
HaiLan Korean Restaurant,778,177,4.0,Average,"['Japanese', 'Asian', 'Korean']","65 Dame Street, Dublin Dublin 2 Ireland",53.3442744,-6.2655032,+353 1 764 5722,/Restaurant_Review-g186605-d6945314-Reviews-HaiLan_Korean_Restaurant-Dublin_County_Dublin.html
Rooftop Bar and Terrace,781,97,4.0,Average,"['Irish', 'Bar', 'European']","Grand Canal Square The Marker Hotel, Grand Canal Square, Dublin Ireland",53.3445238,-6.238796199999999,+353 1 687 5100,/Restaurant_Review-g186605-d4042938-Reviews-Rooftop_Bar_and_Terrace-Dublin_County_Dublin.html
Vandal Cafe & Restaurant,782,22,4.5,Average,,"151 Thomas Street The Masonry, Dublin D08 PY5E Ireland",53.3435261,-6.2833562,+353 1 907 3209,/Restaurant_Review-g186605-d15702673-Reviews-Vandal_Cafe_Restaurant-Dublin_County_Dublin.html
The Pig and Heifer,783,80,4.0,Cheap,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']","21-23 City Quay, Dublin Ireland",53.3469973,-6.2498025,+353 1 633 6972,/Restaurant_Review-g186605-d2056716-Reviews-The_Pig_and_Heifer-Dublin_County_Dublin.html
Saburritos Dame Street,784,112,4.0,Cheap,"['Mexican', 'Fast food', 'Vegetarian Friendly']","17 Dame Street, Dublin Ireland",53.3439628,-6.265125617429344,+353 1 658 8805,/Restaurant_Review-g186605-d10542918-Reviews-Saburritos_Dame_Street-Dublin_County_Dublin.html
La Peniche,786,129,4.0,Average,"['Irish', 'European']","Grand Canal, Mespil Road Jetty, Dublin 4 Ireland",53.33336351840203,-6.248633400215986,+353 87 790 0077,/Restaurant_Review-g186605-d952858-Reviews-La_Peniche-Dublin_County_Dublin.html
Oscar's Bar & Kitchen,788,97,4.0,Average,"['Irish', 'Bar', 'European']","Merrion Street Lower, Dublin Dublin 2 Ireland",53.34134399999999,-6.251135,+353 1 607 3800,/Restaurant_Review-g186605-d8665084-Reviews-Oscar_s_Bar_Kitchen-Dublin_County_Dublin.html
The Flowing Tide,789,62,4.0,Cheap,"['Irish', 'Bar', 'Pub']","9 Abbey Street Lower, Dublin D01 H6P1 Ireland",53.34884315,-6.2578355184856145,+353 1 874 0842,/Restaurant_Review-g186605-d696225-Reviews-The_Flowing_Tide-Dublin_County_Dublin.html
hemingways,792,36,4.5,Average,['Seafood'],Dublin Ireland,53.3497645,-6.2602732,+353 1 833 3338,/Restaurant_Review-g186605-d817063-Reviews-Hemingways-Dublin_County_Dublin.html
Arlington Hotel Temple Bar,794,90,4.0,Average,"['Irish', 'Bar', 'European']","Dame Street, Dublin Ireland",53.3441726,-6.2648459,+353 1 687 5201,/Restaurant_Review-g186605-d7234087-Reviews-Arlington_Hotel_Temple_Bar-Dublin_County_Dublin.html
J.T.Pim's,795,79,4.0,Average,"['Irish', 'Bar', 'European']","4 South Great George's Street, Dublin D02 NR59 Ireland",53.3437508,-6.2642489,+353 1 672 4645,/Restaurant_Review-g186605-d10618892-Reviews-J_T_Pim_s-Dublin_County_Dublin.html
Tasty8,798,33,4.5,Average,"['Irish', 'Cafe', 'European']","67-68 Meath St, Merchants Quay, Dublin Ireland",53.3409639,-6.2783176,+353 1 691 7609,/Restaurant_Review-g186605-d12948002-Reviews-Tasty8-Dublin_County_Dublin.html
Bunsen Dame Street,799,26,4.5,Average,"['American', 'Irish', 'Fast food']","53 Dame Street Dublin 2, Dublin D02 V525 Ireland",53.3442911,-6.2642116,+353 1 561 3853,/Restaurant_Review-g186605-d17449740-Reviews-Bunsen_Dame_Street-Dublin_County_Dublin.html
The Ivy Dawson Street,801,904,3.5,Average,"['Seafood', 'International', 'Grill']","13-17 Dawson Street, Dublin D02 TF98 Ireland",53.3414179,-6.258002,+353 1 695 0744,/Restaurant_Review-g186605-d14803429-Reviews-The_Ivy_Dawson_Street-Dublin_County_Dublin.html
Oolong Flower POWER,805,76,4.0,Average,"['Cafe', 'European', 'Vegetarian Friendly']","2 Stephens Street Lower, Dublin Ireland",53.3413414,-6.264734199999999,+353 86 151 3153,/Restaurant_Review-g186605-d5863990-Reviews-Oolong_Flower_POWER-Dublin_County_Dublin.html
Clanbrassil House,806,62,4.0,Average,"['Irish', 'European', 'Vegetarian Friendly']","6 Clanbrassil Street Upper Dublin 8, Dublin Ireland",53.331709,-6.275464,+353 1 453 9786,/Restaurant_Review-g186605-d13958900-Reviews-Clanbrassil_House-Dublin_County_Dublin.html
The Morgue,808,73,4.0,Average,"['Irish', 'Bar', 'Pub']","Templeogue, Dublin Ireland",53.3416767,-6.2922997872372886,+353 1 490 5813,/Restaurant_Review-g186605-d3807675-Reviews-The_Morgue-Dublin_County_Dublin.html
Le Perroquet,813,47,4.0,Average,"['French', 'Irish', 'Seafood']","133 Lesson Street,, Dublin Ireland",53.330487,-6.251717,+353 1 677 1223,/Restaurant_Review-g186605-d18287218-Reviews-Le_Perroquet-Dublin_County_Dublin.html
The Cathedral Cafe,816,121,4.0,Cheap,"['Irish', 'Cafe', 'European']","2 Dean Street, Dublin 8 Ireland",53.3389392,-6.2730569,+353 85 816 9588,/Restaurant_Review-g186605-d4491340-Reviews-The_Cathedral_Cafe-Dublin_County_Dublin.html
Briodys,818,18,5.0,,"['Bar', 'Pub']","97 Marlborough Street, Dublin Ireland",53.349581,-6.25816546593981,+353 1 872 7016,/Restaurant_Review-g186605-d12114828-Reviews-Briodys-Dublin_County_Dublin.html
Pizza Yard,819,65,4.0,Average,"['Italian', 'Pizza', 'International']","7 Sandford Road, Dublin D06 E2H7 Ireland",53.3232159,-6.2497611,+353 1 412 6278,/Restaurant_Review-g186605-d14154378-Reviews-Pizza_Yard-Dublin_County_Dublin.html
The Pembroke,820,66,4.0,Average,"['Irish', 'Bar', 'European']","23 Pembroke Street Upper Dublin 2, Dublin 2 Ireland",53.3373324,-6.233236495032466,+353 1 661 8636,/Restaurant_Review-g186605-d7382373-Reviews-The_Pembroke-Dublin_County_Dublin.html
Papa's Pizza,821,28,4.5,Cheap,"['Italian', 'Pizza', 'Fast food']","1-104 Talbot Street, Dublin Ireland",53.3504395,-6.2562826,+353 1 804 4504,/Restaurant_Review-g186605-d5791692-Reviews-Papa_s_Pizza-Dublin_County_Dublin.html
The Lucky Duck,822,64,4.0,Average,"['Irish', 'Bar', 'Contemporary']","42 Aungier Street, Dublin D02 KP08 Ireland",53.338482,-6.2659302,+353 1 405 4824,/Restaurant_Review-g186605-d14032353-Reviews-The_Lucky_Duck-Dublin_County_Dublin.html
Kathmandu Nepalese Restaurant,823,35,4.5,Average,"['Asian', 'Nepalese', 'Vegetarian Friendly']","24 Castle Street Dalkey, Dún Laoghaire, Co. Dublin, Dublin Ireland",53.344116363889704,-6.2649457216573605,+353 1 275 0300,/Restaurant_Review-g186605-d2363755-Reviews-Kathmandu_Nepalese_Restaurant-Dublin_County_Dublin.html
Bagots Hutton,824,174,4.0,Average,"['Italian', 'Pizza', 'European']","6 Ormond Quay Upper Dublin 7, Dublin D07 H324 Ireland",53.3461037,-6.2687857,+353 1 878 8118,/Restaurant_Review-g186605-d3527441-Reviews-Bagots_Hutton-Dublin_County_Dublin.html
Elephant and Castle Beacon,825,77,4.0,Average,['American'],"Unit D4 Beacon South Quarter Sandyford, Dublin 18, Dublin D18 N244 Ireland",53.32258,-6.2654559999999995,+353 1 254 5747,/Restaurant_Review-g186605-d19094856-Reviews-Elephant_and_Castle_Beacon-Dublin_County_Dublin.html
Smokin Bones,829,31,4.5,Average,"['American', 'Irish', 'Barbecue']","Chalet 1 Phibsboro Shopping Centre, Dublin Ireland",53.34423719059824,-6.263167862887948,+353 1 882 8565,/Restaurant_Review-g186605-d12713994-Reviews-Smokin_Bones-Dublin_County_Dublin.html
Kish Fish,831,36,4.5,Average,"['Irish', 'Seafood', 'Vegetarian Friendly']","8 West Pier Howth, Dublin D13 R7Y5 Ireland",53.3494464,-6.2760605,+353 1 854 3900,/Restaurant_Review-g186605-d17469169-Reviews-Kish_Fish-Dublin_County_Dublin.html
The Good Food Store,832,78,4.0,Cheap,"['Irish', 'Deli', 'Contemporary']","24 South Great George's Street Serpentine Ave D4, Dublin Ireland",53.34241704452686,-6.264451789393057,+353 1 444 3877,/Restaurant_Review-g186605-d8515485-Reviews-The_Good_Food_Store-Dublin_County_Dublin.html
Tenters Gastropub,833,22,4.5,Average,"['Irish', 'Bar', 'International']","1 Mill Street, Dublin D08 XK58 Ireland",53.33695355,-6.2756930569335525,+353 1 963 1787,/Restaurant_Review-g186605-d18802549-Reviews-Tenters_Gastropub-Dublin_County_Dublin.html
Brasilia Cafe,834,49,4.0,Cheap,"['Irish', 'Cafe', 'Vegetarian Friendly']","Irish Life Mall Talbot Street, Dublin Ireland",53.35001219999999,-6.256174,+353 1 872 7528,/Restaurant_Review-g186605-d1812923-Reviews-Brasilia_Cafe-Dublin_County_Dublin.html
KCPeaches,835,82,4.0,Average,"['Irish', 'Cafe', 'European']","54 Dame Street, Dublin Ireland",53.3442914,-6.264389647364469,+353 1 645 5307,/Restaurant_Review-g186605-d7810225-Reviews-KCPeaches-Dublin_County_Dublin.html
Tp Smiths,836,204,3.5,Average,"['Irish', 'Bar', 'Pub']","9 - 10 Jervis Street, Dublin, IE. Next to Luas Tram station on Abbey street, Dublin Ireland",53.3474461,-6.2657791,+353 1 878 2067,/Restaurant_Review-g186605-d4359085-Reviews-Tp_Smiths-Dublin_County_Dublin.html
Listons Food Store,837,29,4.5,Average,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']","24/26 Lower Camden Street, Dublin Ireland",53.33433780000001,-6.2652847,+353 1 405 4779,/Restaurant_Review-g186605-d3323178-Reviews-Listons_Food_Store-Dublin_County_Dublin.html
Groomes Bar & Bistro,839,48,4.5,Average,['Irish'],"Cassidys Hotel 6-8 Cavendish Row Upper O'Connell St, Dublin Ireland",53.3531259,-6.2615935,+353 1 878 0555,/Restaurant_Review-g186605-d4817700-Reviews-Groomes_Bar_Bistro-Dublin_County_Dublin.html
National Museum Cafe,840,65,4.0,Average,['Cafe'],"1 Kildare Street, Dublin D02 EA48 Ireland",53.3419051,-6.254385,+353 1 662 1269,/Restaurant_Review-g186605-d696301-Reviews-National_Museum_Cafe-Dublin_County_Dublin.html
Il Fornaio Dawson Street,841,20,5.0,Cheap,"['Italian', 'Cafe', 'European']","Unit 10 Royal Hibernian Way Dawson Street, Dublin DUBLIN 2 Ireland",53.341347999999996,-6.258351,+353 87 205 1693,/Restaurant_Review-g186605-d13946527-Reviews-Il_Fornaio_Dawson_Street-Dublin_County_Dublin.html
Madigan's Pub Connolly Station,843,63,4.0,Average,"['Irish', 'Bar', 'European']","Connelly Station Amien Street, Dublin D1 Ireland",53.3515264,-6.2496783,+353 1 611 7855,/Restaurant_Review-g186605-d6123424-Reviews-Madigan_s_Pub_Connolly_Station-Dublin_County_Dublin.html
Urchin,845,44,4.0,Average,"['Irish', 'Seafood', 'Mediterranean']","22, St Stephens Green, Dublin Ireland",53.33924,-6.2571721,+353 1 638 3939,/Restaurant_Review-g186605-d12149915-Reviews-Urchin-Dublin_County_Dublin.html
Canal Boat Restaurant,847,35,4.5,Average,"['Irish', 'European']","Mespil Road, Dublin Dublin Ireland",53.3334468,-6.2471884,+353 1 473 1000,/Restaurant_Review-g186605-d5863907-Reviews-Canal_Boat_Restaurant-Dublin_County_Dublin.html
Three Monks Asian Street Food To Go,848,22,5.0,Cheap,"['Japanese', 'Indian', 'Fast food']","04 Clanbrassil Street Upper Leonard's Corner, Dublin D08 A362 Ireland",53.33195509999999,-6.2754733,+353 1 537 5060,/Restaurant_Review-g186605-d11620385-Reviews-Three_Monks_Asian_Street_Food_To_Go-Dublin_County_Dublin.html
Sin E Dublin,849,64,4.0,Average,"['Bar', 'Pub']","14-15 Upper Ormond Quay, Dublin Dublin 7 Ireland",53.345976,-6.2695992,+353 1 555 4037,/Restaurant_Review-g186605-d4139168-Reviews-Sin_E_Dublin-Dublin_County_Dublin.html
Lunch,850,22,4.5,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']","4 Lombard Street East, Dublin Ireland",53.344393323894074,-6.249069401976785,,/Restaurant_Review-g186605-d10486263-Reviews-Lunch-Dublin_County_Dublin.html
A Goose on the Loose,851,74,4.5,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']","2 Lower Kevin Street, Dublin Ireland",53.3374377,-6.266072599999999,+353 86 152 9140,/Restaurant_Review-g186605-d4437933-Reviews-A_Goose_on_the_Loose-Dublin_County_Dublin.html
Marios (Ranelagh) Restaurant,853,196,3.5,Average,"['Italian', 'Pizza', 'European']","Ranelagh Road, Dublin Ireland",53.3249018,-6.254495162852777,+353 1 497 2078,/Restaurant_Review-g186605-d800238-Reviews-Marios_Ranelagh_Restaurant-Dublin_County_Dublin.html
Lee Kee,854,82,4.0,Average,"['Chinese', 'Asian', 'Cantonese']","100a Parnell Street Dublin 1, Dublin Dublin 1 Ireland",53.353634468211204,-6.259146732973606,+353 1 804 4517,/Restaurant_Review-g186605-d3820321-Reviews-Lee_Kee-Dublin_County_Dublin.html
Cowtown Cafe,856,92,4.0,Cheap,"['Irish', 'Cafe', 'European']","73 Manor Street Stoneybatter, Dublin 7 Ireland",53.352382455326214,-6.284045176054008,+353 1 441 1118,/Restaurant_Review-g186605-d9816196-Reviews-Cowtown_Cafe-Dublin_County_Dublin.html
Millers Pizza,857,199,3.5,Average,"['Italian', 'Pizza', 'European']","Baggot Street, Dublin Ireland",53.3330349743124,-6.24304805777742,,/Restaurant_Review-g186605-d969078-Reviews-Millers_Pizza-Dublin_County_Dublin.html
Annie's,858,23,4.5,Cheap,"['Irish', 'Cafe', 'Vegetarian Friendly']","10 Grand Canal Street Upper, Dublin DUBLIN 4 Ireland",53.338078,-6.2365103,+353 1 667 5321,/Restaurant_Review-g186605-d10593987-Reviews-Annie_s-Dublin_County_Dublin.html
Declan and Donal's Deli,859,15,5.0,Cheap,,"34 Bolton Street, Northside, Dublin D01 T2T9 Ireland",53.3527386,-6.2688031,+353 85 201 7721,/Restaurant_Review-g186605-d8046404-Reviews-Declan_and_Donal_s_Deli-Dublin_County_Dublin.html
Camden Bites & Brews,862,44,4.0,Average,"['Irish', 'Bar']","9 Camden Street Lower, Dublin D02 FX67 Ireland",53.3359048,-6.2650316,+353 85 207 0468,/Restaurant_Review-g186605-d13976655-Reviews-Camden_Bites_Brews-Dublin_County_Dublin.html
Rafa's Temaki,863,91,4.5,Average,"['Japanese', 'Sushi', 'Asian']","1 Lower Liffey Street Temple Bar, Dublin DUBLIN 2 Ireland",53.3469012,-6.2634767,+353 89 961 9259,/Restaurant_Review-g186605-d4340270-Reviews-Rafa_s_Temaki-Dublin_County_Dublin.html
CheckPoint Pizza,864,45,4.5,Cheap,"['Italian', 'Pizza', 'Fast food']","George's Street Arcade, South Great Georges Street, D2. Unit 25, Dublin D02 DH79 Ireland",53.3425,-6.2638889,+353 1 516 2975,/Restaurant_Review-g186605-d11802171-Reviews-CheckPoint_Pizza-Dublin_County_Dublin.html
Lagoona,869,77,4.0,Average,"['Irish', 'Bar', 'European']","Unit 4, Custom House Square, Dublin Ireland",53.3496181,-6.2430718,+353 1 791 8928,/Restaurant_Review-g186605-d2461135-Reviews-Lagoona-Dublin_County_Dublin.html
